Model,Temp,Language,Total,Compilable_before (%),Compilable_after (%)
starcoder2,0.4,Estonian,1000,2.5,72.39999999999999
starcoder2,0.4,Finnish,1000,2.7,73.1
starcoder2,0.4,French,1000,2.5,69.69999999999999
starcoder2,0.4,German,1000,2.7,74.8
starcoder2,0.4,Greek,1000,2.6,60.699999999999996
starcoder2,0.4,Hebrew,1000,3.2,66.7
starcoder2,0.4,Hungarian,1000,4.7,72.6
starcoder2,0.4,Indonesian,1000,2.6,69.69999999999999
starcoder2,0.4,Italian,1000,2.9000000000000004,72.2
starcoder2,0.4,Malay,1000,3.2,71.3
starcoder2,0.4,Persian,1000,2.8000000000000003,67.80000000000001
starcoder2,0.4,Portuguese,1000,2.4,67.80000000000001
starcoder2,0.4,Russian,1000,2.5,64.0
starcoder2,0.4,Spanish,1000,2.8000000000000003,69.0
starcoder2,0.4,Tagalog,1000,3.5999999999999996,73.6
starcoder2,0.4,Turkish,1000,3.1,70.19999999999999
starcoder2,0.4,Vietnamese,1000,2.6,73.0
starcoder2,0.6,Afrikaans,1000,4.1000000000000005,60.099999999999994
starcoder2,0.6,Arabic,1000,3.3000000000000003,56.8
starcoder2,0.6,Bulgarian,1000,2.8000000000000003,56.2
starcoder2,0.6,Chinese,1000,3.1,57.3
starcoder2,0.6,Dutch,1000,4.3,59.5
starcoder2,0.6,English,1000,4.0,55.800000000000004
starcoder2,0.6,Estonian,1000,3.1,56.699999999999996
starcoder2,0.6,Finnish,1000,4.0,59.5
starcoder2,0.6,French,1000,3.2,55.60000000000001
starcoder2,0.6,German,1000,2.7,59.9
starcoder2,0.6,Greek,1000,3.0,45.2
starcoder2,0.6,Hebrew,1000,3.3000000000000003,49.9
starcoder2,0.6,Hungarian,1000,3.9,60.199999999999996
starcoder2,0.6,Indonesian,1000,3.5999999999999996,56.3
starcoder2,0.6,Italian,1000,2.7,59.4
starcoder2,0.6,Malay,1000,3.3000000000000003,55.7
starcoder2,0.6,Persian,1000,2.7,55.900000000000006
starcoder2,0.6,Portuguese,1000,2.9000000000000004,54.6
starcoder2,0.6,Russian,1000,3.3000000000000003,54.300000000000004
starcoder2,0.6,Spanish,1000,2.8000000000000003,53.5
starcoder2,0.6,Tagalog,1000,4.9,59.9
starcoder2,0.6,Turkish,1000,3.8,56.599999999999994
starcoder2,0.6,Vietnamese,1000,3.5000000000000004,55.7
starcoder2,0.8,Afrikaans,1000,6.6000000000000005,43.1
starcoder2,0.8,Arabic,1000,3.9,39.7
starcoder2,0.8,Bulgarian,1000,4.3,41.6
starcoder2,0.8,Chinese,1000,4.8,40.5
starcoder2,0.8,Dutch,1000,4.3,43.3
starcoder2,0.8,English,1000,5.4,43.9
starcoder2,0.8,Estonian,1000,6.1,44.1
starcoder2,0.8,Finnish,1000,3.9,47.599999999999994
starcoder2,0.8,French,1000,4.0,39.7
starcoder2,0.8,German,1000,4.2,41.8
starcoder2,0.8,Greek,1000,3.2,37.3
starcoder2,0.8,Hebrew,1000,4.1000000000000005,40.9
starcoder2,0.8,Hungarian,1000,4.3999999999999995,45.2
starcoder2,0.8,Indonesian,1000,4.9,42.699999999999996
starcoder2,0.8,Italian,1000,4.5,47.5
starcoder2,0.8,Malay,1000,4.3,41.199999999999996
starcoder2,0.8,Persian,1000,3.1,42.1
starcoder2,0.8,Portuguese,1000,4.9,41.699999999999996
starcoder2,0.8,Russian,1000,5.5,42.6
starcoder2,0.8,Spanish,1000,4.8,39.300000000000004
starcoder2,0.8,Tagalog,1000,5.5,44.9
starcoder2,0.8,Turkish,1000,4.0,42.699999999999996
starcoder2,0.8,Vietnamese,1000,4.3999999999999995,42.9
starcoder2,1.0,Afrikaans,1000,6.7,27.700000000000003
starcoder2,1.0,Arabic,1000,4.8,24.3
starcoder2,1.0,Bulgarian,1000,6.7,25.900000000000002
starcoder2,1.0,Chinese,1000,9.2,28.4
starcoder2,1.0,Dutch,1000,5.3,24.3
starcoder2,1.0,English,1000,11.3,29.099999999999998
starcoder2,1.0,Estonian,1000,6.2,26.8
starcoder2,1.0,Finnish,1000,6.2,31.5
starcoder2,1.0,French,1000,7.7,25.6
starcoder2,1.0,German,1000,6.3,27.3
starcoder2,1.0,Greek,1000,4.8,24.5
starcoder2,1.0,Hebrew,1000,6.2,20.9
starcoder2,1.0,Hungarian,1000,6.800000000000001,29.4
starcoder2,1.0,Indonesian,1000,6.4,27.1
starcoder2,1.0,Italian,1000,7.3,31.900000000000002
starcoder2,1.0,Malay,1000,6.800000000000001,27.6
starcoder2,1.0,Persian,1000,5.8999999999999995,27.1
starcoder2,1.0,Portuguese,1000,6.7,27.0
starcoder2,1.0,Russian,1000,5.0,27.0
starcoder2,1.0,Spanish,1000,7.7,29.5
starcoder2,1.0,Tagalog,1000,8.5,24.9
starcoder2,1.0,Turkish,1000,7.6,29.299999999999997
starcoder2,1.0,Vietnamese,1000,7.5,24.6
