Model,Temp,Language,Total,Compilable_before,Compilable_after,Compilable_before (%),Compilable_after (%)
qwen2.5,0.6,Tagalog,1240,1220,752,98.38709677419355,60.64516129032258
qwen2.5,0.6,Turkish,1240,1218,707,98.22580645161291,57.016129032258064
qwen2.5,0.6,Vietnamese,1240,1209,763,97.5,61.532258064516135
qwen2.5,0.8,Afrikaans,1240,1187,740,95.72580645161291,59.67741935483871
qwen2.5,0.8,Arabic,1240,1196,711,96.45161290322581,57.33870967741935
qwen2.5,0.8,Bulgarian,1240,1189,729,95.88709677419355,58.79032258064516
qwen2.5,0.8,Chinese,1240,1193,740,96.20967741935483,59.67741935483871
qwen2.5,0.8,Dutch,1240,1196,723,96.45161290322581,58.30645161290322
qwen2.5,0.8,English,1250,1199,707,95.92,56.56
qwen2.5,0.8,Estonian,1240,1205,750,97.17741935483872,60.483870967741936
qwen2.5,0.8,Finnish,1240,1190,740,95.96774193548387,59.67741935483871
qwen2.5,0.8,French,1240,1180,696,95.16129032258065,56.12903225806451
qwen2.5,0.8,German,1240,1186,697,95.64516129032258,56.20967741935484
qwen2.5,0.8,Greek,1240,1175,710,94.75806451612904,57.25806451612904
qwen2.5,0.8,Hebrew,1240,1194,769,96.29032258064515,62.016129032258064
qwen2.5,0.8,Hungarian,1240,1191,681,96.04838709677419,54.91935483870968
qwen2.5,0.8,Indonesian,1240,1184,742,95.48387096774194,59.83870967741935
qwen2.5,0.8,Italian,1240,1181,704,95.24193548387096,56.774193548387096
qwen2.5,0.8,Malay,1240,1176,755,94.83870967741936,60.88709677419355
qwen2.5,0.8,Persian,1240,1191,665,96.04838709677419,53.62903225806451
qwen2.5,0.8,Portuguese,1240,1174,706,94.6774193548387,56.935483870967744
qwen2.5,0.8,Russian,1240,1188,685,95.80645161290322,55.24193548387096
qwen2.5,0.8,Spanish,1240,1185,701,95.56451612903226,56.53225806451613
qwen2.5,0.8,Tagalog,1240,1203,733,97.01612903225806,59.112903225806456
qwen2.5,0.8,Turkish,1240,1193,676,96.20967741935483,54.516129032258064
qwen2.5,0.8,Vietnamese,1240,1173,711,94.59677419354838,57.33870967741935
qwen2.5,1.0,Afrikaans,1240,1176,670,94.83870967741936,54.03225806451613
qwen2.5,1.0,Arabic,1240,1148,716,92.58064516129032,57.74193548387097
qwen2.5,1.0,Bulgarian,1240,1166,686,94.03225806451613,55.32258064516129
qwen2.5,1.0,Chinese,1240,1149,668,92.66129032258064,53.87096774193548
qwen2.5,1.0,Dutch,1240,1167,684,94.11290322580645,55.16129032258065
qwen2.5,1.0,English,1250,1168,675,93.44,54.0
qwen2.5,1.0,Estonian,1240,1172,658,94.51612903225806,53.064516129032256
qwen2.5,1.0,Finnish,1240,1176,683,94.83870967741936,55.08064516129032
qwen2.5,1.0,French,1240,1149,632,92.66129032258064,50.967741935483865
qwen2.5,1.0,German,1240,1152,643,92.90322580645162,51.85483870967742
qwen2.5,1.0,Greek,1240,1156,660,93.2258064516129,53.2258064516129
qwen2.5,1.0,Hebrew,1240,1177,676,94.91935483870968,54.516129032258064
qwen2.5,1.0,Hungarian,1240,1150,629,92.74193548387096,50.7258064516129
qwen2.5,1.0,Indonesian,1240,1152,698,92.90322580645162,56.29032258064516
qwen2.5,1.0,Italian,1240,1150,649,92.74193548387096,52.33870967741936
qwen2.5,1.0,Malay,1240,1152,692,92.90322580645162,55.80645161290323
qwen2.5,1.0,Persian,1240,1162,623,93.70967741935485,50.24193548387097
qwen2.5,1.0,Portuguese,1240,1164,672,93.87096774193549,54.19354838709678
qwen2.5,1.0,Russian,1240,1152,650,92.90322580645162,52.41935483870967
qwen2.5,1.0,Spanish,1240,1156,655,93.2258064516129,52.82258064516129
qwen2.5,1.0,Tagalog,1240,1184,671,95.48387096774194,54.112903225806456
qwen2.5,1.0,Turkish,1240,1173,623,94.59677419354838,50.24193548387097
qwen2.5,1.0,Vietnamese,1240,1149,679,92.66129032258064,54.75806451612903
starcoder2,0.0,Afrikaans,124,86,75,69.35483870967742,60.483870967741936
starcoder2,0.0,Arabic,124,112,88,90.32258064516128,70.96774193548387
starcoder2,0.0,Bulgarian,124,100,88,80.64516129032258,70.96774193548387
starcoder2,0.0,Chinese,124,113,91,91.12903225806451,73.38709677419355
starcoder2,0.0,Dutch,124,84,69,67.74193548387096,55.64516129032258
starcoder2,0.0,English,125,94,88,75.2,70.39999999999999
starcoder2,0.0,Estonian,124,93,84,75.0,67.74193548387096
starcoder2,0.0,Finnish,124,95,76,76.61290322580645,61.29032258064516
starcoder2,0.0,French,124,95,80,76.61290322580645,64.51612903225806
starcoder2,0.0,German,124,88,76,70.96774193548387,61.29032258064516
starcoder2,0.0,Greek,124,87,70,70.16129032258065,56.451612903225815
starcoder2,0.0,Hebrew,124,100,88,80.64516129032258,70.96774193548387
starcoder2,0.0,Hungarian,124,99,83,79.83870967741935,66.93548387096774
starcoder2,0.0,Indonesian,124,95,85,76.61290322580645,68.54838709677419
starcoder2,0.0,Italian,124,112,74,90.32258064516128,59.67741935483871
starcoder2,0.0,Malay,124,92,84,74.19354838709677,67.74193548387096
starcoder2,0.0,Persian,124,94,93,75.80645161290323,75.0
starcoder2,0.0,Portuguese,124,96,75,77.41935483870968,60.483870967741936
starcoder2,0.0,Russian,124,100,92,80.64516129032258,74.19354838709677
starcoder2,0.0,Spanish,124,92,78,74.19354838709677,62.903225806451616
starcoder2,0.0,Tagalog,124,98,86,79.03225806451613,69.35483870967742
starcoder2,0.0,Turkish,124,85,82,68.54838709677419,66.12903225806451
starcoder2,0.0,Vietnamese,124,106,95,85.48387096774194,76.61290322580645
starcoder2,0.2,Afrikaans,1240,1005,863,81.04838709677419,69.59677419354838
starcoder2,0.2,Arabic,1240,1099,959,88.62903225806451,77.33870967741936
starcoder2,0.2,Bulgarian,1240,1081,945,87.17741935483872,76.20967741935483
starcoder2,0.2,Chinese,1240,1107,1008,89.27419354838709,81.29032258064515
starcoder2,0.2,Dutch,1240,981,857,79.11290322580645,69.11290322580645
starcoder2,0.2,English,1250,988,914,79.03999999999999,73.11999999999999
starcoder2,0.2,Estonian,1240,1053,932,84.91935483870968,75.16129032258064
starcoder2,0.2,Finnish,1240,960,847,77.41935483870968,68.30645161290323
starcoder2,0.2,French,1240,1045,868,84.2741935483871,70.0
starcoder2,0.2,German,1240,930,838,75.0,67.58064516129032
starcoder2,0.2,Greek,1240,965,881,77.82258064516128,71.04838709677419
starcoder2,0.2,Hebrew,1240,1053,931,84.91935483870968,75.08064516129032
starcoder2,0.2,Hungarian,1240,1041,924,83.95161290322581,74.51612903225806
starcoder2,0.2,Indonesian,1240,1035,933,83.46774193548387,75.24193548387098
starcoder2,0.2,Italian,1240,1070,845,86.29032258064517,68.14516129032258
starcoder2,0.2,Malay,1240,1020,904,82.25806451612904,72.90322580645162
starcoder2,0.2,Persian,1240,1078,976,86.93548387096774,78.70967741935485
starcoder2,0.2,Portuguese,1240,1034,873,83.38709677419355,70.4032258064516
starcoder2,0.2,Russian,1240,1077,984,86.85483870967742,79.35483870967742
starcoder2,0.2,Spanish,1240,1061,881,85.56451612903226,71.04838709677419
starcoder2,0.2,Tagalog,1240,1068,974,86.12903225806451,78.54838709677419
starcoder2,0.2,Turkish,1240,948,908,76.45161290322581,73.22580645161291
starcoder2,0.2,Vietnamese,1240,1113,976,89.75806451612904,78.70967741935485
starcoder2,0.4,Afrikaans,1240,383,1103,30.88709677419355,88.95161290322581
starcoder2,0.4,Arabic,1240,358,1133,28.870967741935484,91.37096774193549
starcoder2,0.4,Bulgarian,1240,397,1124,32.016129032258064,90.64516129032259
starcoder2,0.4,Chinese,1240,377,1105,30.403225806451612,89.11290322580645
starcoder2,0.4,Dutch,1240,406,1102,32.74193548387097,88.87096774193549
starcoder2,0.4,English,1250,415,1046,33.2,83.67999999999999
starcoder2,0.4,Estonian,1240,393,1108,31.693548387096776,89.35483870967742
starcoder2,0.4,Finnish,1240,401,1082,32.33870967741935,87.25806451612902
starcoder2,0.4,French,1240,387,1104,31.209677419354836,89.03225806451613
starcoder2,0.4,German,1240,375,1095,30.241935483870968,88.30645161290323
starcoder2,0.4,Greek,1240,437,1093,35.24193548387097,88.14516129032258
starcoder2,0.4,Hebrew,1240,379,1110,30.56451612903226,89.51612903225806
starcoder2,0.4,Hungarian,1240,398,1112,32.09677419354839,89.6774193548387
starcoder2,0.4,Indonesian,1240,459,1085,37.016129032258064,87.5
starcoder2,0.4,Italian,1240,410,1093,33.064516129032256,88.14516129032258
starcoder2,0.4,Malay,1240,403,1104,32.5,89.03225806451613
starcoder2,0.4,Persian,1240,429,1110,34.596774193548384,89.51612903225806
starcoder2,0.4,Portuguese,1240,349,1118,28.14516129032258,90.16129032258064
starcoder2,0.4,Russian,1240,388,1131,31.290322580645164,91.20967741935485
starcoder2,0.4,Spanish,1240,339,1104,27.338709677419352,89.03225806451613
starcoder2,0.4,Tagalog,1240,330,1120,26.61290322580645,90.32258064516128
starcoder2,0.4,Turkish,1240,411,1115,33.145161290322584,89.91935483870968
starcoder2,0.4,Vietnamese,1240,458,1103,36.935483870967744,88.95161290322581
starcoder2,0.6,Afrikaans,1240,467,1021,37.66129032258064,82.33870967741936
starcoder2,0.6,Arabic,1240,406,1071,32.74193548387097,86.37096774193549
starcoder2,0.6,Bulgarian,1240,471,1063,37.983870967741936,85.72580645161291
starcoder2,0.6,Chinese,1240,457,1053,36.854838709677416,84.91935483870968
starcoder2,0.6,Dutch,1240,503,1036,40.564516129032256,83.54838709677419
starcoder2,0.6,English,1250,517,974,41.36,77.92
starcoder2,0.6,Estonian,1240,496,1036,40.0,83.54838709677419
starcoder2,0.6,Finnish,1240,513,1020,41.37096774193548,82.25806451612904
starcoder2,0.6,French,1240,455,1054,36.693548387096776,85.0
starcoder2,0.6,German,1240,482,1042,38.87096774193549,84.03225806451613
starcoder2,0.6,Greek,1240,507,1040,40.88709677419355,83.87096774193549
starcoder2,0.6,Hebrew,1240,496,1065,40.0,85.88709677419355
starcoder2,0.6,Hungarian,1240,495,1045,39.91935483870967,84.2741935483871
starcoder2,0.6,Indonesian,1240,519,1050,41.854838709677416,84.67741935483872
starcoder2,0.6,Italian,1240,497,1027,40.08064516129032,82.8225806451613
starcoder2,0.6,Malay,1240,500,1028,40.32258064516129,82.9032258064516
starcoder2,0.6,Persian,1240,473,1061,38.145161290322584,85.56451612903226
starcoder2,0.6,Portuguese,1240,371,1060,29.919354838709676,85.48387096774194
starcoder2,0.6,Russian,1240,483,1055,38.95161290322581,85.08064516129032
starcoder2,0.6,Spanish,1240,435,1058,35.08064516129033,85.3225806451613
starcoder2,0.6,Tagalog,1240,468,1051,37.74193548387097,84.75806451612902
starcoder2,0.6,Turkish,1240,473,1044,38.145161290322584,84.19354838709677
starcoder2,0.6,Vietnamese,1240,542,1032,43.70967741935484,83.22580645161291
starcoder2,0.8,Afrikaans,1240,553,926,44.59677419354839,74.67741935483872
starcoder2,0.8,Arabic,1240,531,960,42.82258064516129,77.41935483870968
starcoder2,0.8,Bulgarian,1240,519,953,41.854838709677416,76.85483870967742
starcoder2,0.8,Chinese,1240,538,944,43.38709677419355,76.12903225806451
starcoder2,0.8,Dutch,1240,623,916,50.24193548387097,73.87096774193549
starcoder2,0.8,English,1250,562,899,44.96,71.92
starcoder2,0.8,Estonian,1240,568,912,45.806451612903224,73.54838709677419
starcoder2,0.8,Finnish,1240,583,917,47.016129032258064,73.95161290322581
starcoder2,0.8,French,1240,500,988,40.32258064516129,79.6774193548387
starcoder2,0.8,German,1240,584,960,47.096774193548384,77.41935483870968
starcoder2,0.8,Greek,1240,587,938,47.33870967741935,75.64516129032258
starcoder2,0.8,Hebrew,1240,542,967,43.70967741935484,77.98387096774194
starcoder2,0.8,Hungarian,1240,572,937,46.12903225806452,75.56451612903226
starcoder2,0.8,Indonesian,1240,562,949,45.322580645161295,76.53225806451613
starcoder2,0.8,Italian,1240,513,955,41.37096774193548,77.01612903225806
starcoder2,0.8,Malay,1240,545,936,43.95161290322581,75.48387096774194
starcoder2,0.8,Persian,1240,560,951,45.16129032258064,76.69354838709678
starcoder2,0.8,Portuguese,1240,503,982,40.564516129032256,79.19354838709678
starcoder2,0.8,Russian,1240,538,956,43.38709677419355,77.09677419354838
starcoder2,0.8,Spanish,1240,526,960,42.41935483870968,77.41935483870968
starcoder2,0.8,Tagalog,1240,523,923,42.177419354838705,74.43548387096774
starcoder2,0.8,Turkish,1240,551,934,44.435483870967744,75.32258064516128
starcoder2,0.8,Vietnamese,1240,594,931,47.90322580645161,75.08064516129032
starcoder2,1.0,Afrikaans,1240,606,775,48.87096774193548,62.5
starcoder2,1.0,Arabic,1240,590,833,47.58064516129033,67.1774193548387
starcoder2,1.0,Bulgarian,1240,585,814,47.17741935483871,65.64516129032259
starcoder2,1.0,Chinese,1240,607,851,48.95161290322581,68.62903225806451
starcoder2,1.0,Dutch,1240,648,787,52.25806451612903,63.467741935483865
starcoder2,1.0,English,1250,665,812,53.2,64.96
starcoder2,1.0,Estonian,1240,663,800,53.46774193548387,64.51612903225806
starcoder2,1.0,Finnish,1240,671,742,54.112903225806456,59.83870967741935
starcoder2,1.0,French,1240,591,813,47.66129032258065,65.56451612903226
starcoder2,1.0,German,1240,637,796,51.37096774193548,64.19354838709678
starcoder2,1.0,Greek,1240,645,804,52.016129032258064,64.83870967741936
starcoder2,1.0,Hebrew,1240,569,841,45.887096774193544,67.8225806451613
starcoder2,1.0,Hungarian,1240,679,803,54.75806451612903,64.75806451612904
starcoder2,1.0,Indonesian,1240,617,801,49.75806451612903,64.59677419354838
starcoder2,1.0,Italian,1240,629,821,50.7258064516129,66.20967741935485
starcoder2,1.0,Malay,1240,609,805,49.112903225806456,64.91935483870968
starcoder2,1.0,Persian,1240,629,825,50.7258064516129,66.53225806451613
starcoder2,1.0,Portuguese,1240,580,827,46.774193548387096,66.69354838709678
starcoder2,1.0,Russian,1240,592,859,47.74193548387097,69.2741935483871
starcoder2,1.0,Spanish,1240,569,788,45.887096774193544,63.54838709677419
starcoder2,1.0,Tagalog,1240,601,786,48.46774193548387,63.38709677419355
starcoder2,1.0,Turkish,1240,620,779,50.0,62.82258064516129
starcoder2,1.0,Vietnamese,1240,634,781,51.12903225806451,62.983870967741936
