Model,Language,Temp,vul@1,vul@3,vul@5,in_vul@1,in_vul@3,in_vul@5,security@1,security@3,security@5,in_security@1,in_security@3,in_security@5
gpt-4o-mini,Estonian,0.8,41.86046511627907,44.52519379844961,45.15042451088963,68.02325581395348,71.67635658914729,73.00664451827241,56.97674418604651,54.65116279069767,54.65116279069767,33.72093023255814,26.744186046511626,26.744186046511626
gpt-4o-mini,Finnish,0.8,44.02298850574712,46.532567049808435,47.64185367633643,69.54022988505746,72.66283524904215,73.27586206896551,56.32183908045977,51.724137931034484,51.724137931034484,29.88505747126437,26.436781609195403,26.436781609195403
gpt-4o-mini,Hungarian,0.8,45.89473684210527,48.631578947368425,49.94569757727652,65.26315789473685,67.09649122807016,67.65664160401002,53.68421052631579,53.68421052631579,50.526315789473685,34.73684210526316,33.68421052631579,32.631578947368425
gpt-4o-mini,English,0.8,47.99999999999999,49.53333333333333,50.0,69.0,72.45833333333334,73.46825396825398,51.0,50.0,49.0,33.0,28.000000000000004,25.0
Qwen,Acehnese,0.2,13.098591549295776,22.582159624413148,27.01766152470378,22.67605633802817,37.11267605633803,43.550190029063266,87.32394366197182,77.46478873239437,73.23943661971832,78.87323943661971,64.7887323943662,59.154929577464785
Qwen,Hebrew,0.2,9.545454545454547,15.804924242424246,18.88077200577201,15.113636363636363,23.929924242424242,28.598484848484844,89.77272727272727,82.95454545454545,80.68181818181817,84.0909090909091,76.13636363636364,71.5909090909091
Qwen,Vietnamese,0.2,10.454545454545453,17.291666666666668,20.373376623376625,16.249999999999996,26.723484848484848,31.64231601731602,92.04545454545455,84.0909090909091,80.68181818181817,86.36363636363636,73.86363636363636,68.18181818181817
Qwen,Indonesian,0.2,10.326086956521738,17.400362318840585,20.898033126293996,14.565217391304344,23.297101449275363,27.721704623878534,88.04347826086956,82.6086956521739,78.26086956521739,82.6086956521739,76.08695652173914,70.65217391304348
Qwen,Malayalam,0.2,5.199999999999999,9.044444444444444,10.994708994708994,10.133333333333333,17.644444444444442,21.349206349206344,94.66666666666667,88.0,86.66666666666667,89.33333333333333,81.33333333333333,77.33333333333333
Qwen,Tagalog,0.2,10.333333333333332,17.148148148148145,19.942680776014107,15.11111111111111,24.71296296296296,29.329805996472665,87.77777777777777,81.11111111111111,77.77777777777779,82.22222222222221,73.33333333333333,67.77777777777779
Qwen,Dutch,0.2,15.999999999999998,26.80555555555556,31.181657848324512,23.777777777777775,38.85185185185185,45.06172839506173,83.33333333333334,72.22222222222221,71.11111111111111,75.55555555555556,62.22222222222222,55.55555555555556
Qwen,German,0.2,13.586956521739133,20.905797101449277,24.90942028985507,18.804347826086957,28.867753623188406,34.02777777777777,88.04347826086956,80.43478260869566,78.26086956521739,83.69565217391305,71.73913043478261,67.3913043478261
Qwen,Afrikaans,0.2,7.831325301204818,14.086345381526105,17.9718875502008,14.698795180722895,24.026104417670684,29.78580990629183,96.3855421686747,86.74698795180723,80.72289156626506,92.7710843373494,78.3132530120482,68.67469879518072
Qwen,Portuguese,0.2,10.120481927710841,19.397590361445786,24.92350353796137,14.578313253012047,26.64658634538153,33.99311531841652,89.1566265060241,79.51807228915662,77.10843373493977,85.54216867469879,74.69879518072288,71.08433734939759
Qwen,Spanish,0.2,10.652173913043478,21.249999999999996,26.945307108350587,14.782608695652174,27.481884057971012,34.437543133195305,84.78260869565217,75.0,70.65217391304348,80.43478260869566,70.65217391304348,64.13043478260869
Qwen,French,0.2,7.613636363636362,14.65909090909091,18.876262626262626,11.590909090909092,21.52462121212121,27.998737373737377,92.04545454545455,84.0909090909091,82.95454545454545,87.5,77.27272727272727,73.86363636363636
Qwen,Italian,0.2,13.578947368421055,25.921052631578945,32.322472848788635,20.0,34.55263157894736,41.746031746031754,85.26315789473684,74.73684210526315,67.36842105263158,77.89473684210526,66.3157894736842,58.94736842105262
Qwen,Greek,0.2,11.208791208791208,18.287545787545785,21.703296703296704,19.010989010989015,27.912087912087912,32.02075702075702,90.10989010989012,82.41758241758241,76.92307692307693,83.51648351648352,73.62637362637363,69.23076923076923
Qwen,Western Persian,0.2,11.555555555555554,20.37037037037037,24.545855379188712,17.88888888888889,30.083333333333336,35.44091710758377,87.77777777777777,77.77777777777779,74.44444444444444,80.0,66.66666666666666,62.22222222222222
Qwen,Russian,0.2,11.868131868131869,22.847985347985343,27.660038374324085,19.010989010989015,34.47802197802198,41.68410954125239,90.10989010989012,82.41758241758241,71.42857142857143,83.51648351648352,71.42857142857143,59.34065934065934
Qwen,Bulgarian,0.2,16.588235294117645,26.892156862745097,30.58823529411765,22.11764705882353,35.37254901960784,40.130718954248366,78.82352941176471,69.41176470588235,67.05882352941175,72.94117647058823,61.1764705882353,57.647058823529406
Qwen,Chinese,0.2,11.777777777777777,21.14814814814814,26.60493827160494,17.88888888888889,30.425925925925924,37.191358024691354,91.11111111111111,78.88888888888889,76.66666666666667,84.44444444444444,68.88888888888889,66.66666666666666
Qwen,Turkish,0.2,8.723404255319148,17.25177304964539,21.289260385005065,12.978723404255318,23.776595744680844,28.850050658561294,93.61702127659575,86.17021276595744,77.6595744680851,90.42553191489363,79.7872340425532,69.14893617021278
Qwen,Estonian,0.2,13.02325581395349,20.93992248062015,24.312476928755995,17.558139534883722,29.612403100775197,35.09597637504614,82.55813953488372,80.23255813953489,76.74418604651163,79.06976744186046,70.93023255813954,65.11627906976744
Qwen,Finnish,0.2,12.758620689655173,22.26053639846743,26.67852581645685,20.114942528735632,33.984674329501914,40.0519978106185,87.35632183908046,75.86206896551724,71.26436781609196,80.45977011494253,64.36781609195403,57.47126436781609
Qwen,Hungarian,0.2,11.052631578947368,21.912280701754387,27.60233918128655,14.421052631578949,27.236842105263158,33.25396825396826,90.52631578947368,81.05263157894737,71.57894736842105,88.42105263157895,74.73684210526315,66.3157894736842
Qwen,English,0.2,15.5,27.458333333333336,32.75396825396825,22.0,36.24166666666667,42.230158730158735,89.0,76.0,69.0,83.0,68.0,59.0
Qwen,Acehnese,0.6,12.112676056338028,25.950704225352112,34.12698412698412,20.704225352112676,39.90610328638498,50.553319919517094,88.73239436619718,77.46478873239437,67.6056338028169,84.50704225352112,66.19718309859155,54.929577464788736
Qwen,Hebrew,0.6,10.56818181818182,22.1780303030303,29.23881673881674,17.727272727272727,35.84280303030303,45.96861471861472,86.36363636363636,75.0,71.5909090909091,84.0909090909091,63.63636363636363,55.68181818181818
Qwen,Vietnamese,0.6,10.56818181818182,22.85037878787879,30.118145743145742,17.5,36.34469696969697,46.897546897546896,90.9090909090909,79.54545454545455,72.72727272727273,87.5,65.9090909090909,54.54545454545454
Qwen,Indonesian,0.6,10.760869565217392,24.818840579710148,33.406659765355414,17.282608695652176,37.47282608695651,49.6031746031746,89.13043478260869,70.65217391304348,66.30434782608695,84.78260869565217,65.21739130434783,52.17391304347826
Qwen,Malayalam,0.6,4.533333333333333,11.544444444444446,16.74074074074074,10.666666666666668,23.688888888888886,31.957671957671963,96.0,88.0,88.0,86.66666666666667,73.33333333333333,69.33333333333334
Qwen,Tagalog,0.6,9.888888888888888,21.203703703703706,27.38095238095238,15.777777777777777,32.31481481481481,40.96560846560847,90.0,76.66666666666667,71.11111111111111,81.11111111111111,64.44444444444444,60.0
Qwen,Dutch,0.6,13.111111111111114,27.91666666666666,36.09347442680776,21.000000000000004,44.22222222222222,56.988536155202816,82.22222222222221,68.88888888888889,61.111111111111114,71.11111111111111,52.22222222222223,40.0
Qwen,German,0.6,13.586956521739129,29.71920289855073,38.453243616287104,21.73913043478261,45.199275362318836,56.892684610075904,79.34782608695652,70.65217391304348,61.95652173913043,69.56521739130434,55.434782608695656,43.47826086956522
Qwen,Afrikaans,0.6,6.144578313253011,15.220883534136545,21.423790399694013,13.975903614457833,30.381526104417674,40.385350927519596,92.7710843373494,84.33734939759037,80.72289156626506,85.54216867469879,69.87951807228916,59.036144578313255
Qwen,Portuguese,0.6,11.084337349397591,24.427710843373493,31.530885446548098,19.036144578313255,39.64859437751004,50.57372346528973,86.74698795180723,75.90361445783132,73.49397590361446,80.72289156626506,62.65060240963856,51.80722891566265
Qwen,Spanish,0.6,10.652173913043478,23.514492753623188,31.012767425810907,16.630434782608695,36.1050724637681,47.58454106280193,85.86956521739131,75.0,69.56521739130434,79.34782608695652,60.86956521739131,52.17391304347826
Qwen,French,0.6,9.090909090909092,21.647727272727273,29.495851370851373,15.795454545454549,35.00946969696969,46.70364357864358,90.9090909090909,82.95454545454545,75.0,84.0909090909091,70.45454545454545,61.36363636363637
Qwen,Italian,0.6,14.842105263157896,30.894736842105257,39.09356725146198,23.473684210526315,46.56140350877194,57.68170426065162,86.31578947368422,70.52631578947368,63.1578947368421,77.89473684210526,53.68421052631579,41.05263157894737
Qwen,Greek,0.6,8.681318681318682,19.59706959706959,26.931798360369786,16.813186813186814,32.65567765567766,41.623059480202336,91.20879120879121,79.12087912087912,73.62637362637363,89.01098901098901,67.03296703296702,59.34065934065934
Qwen,Western Persian,0.6,11.888888888888888,25.842592592592595,33.87566137566137,19.555555555555557,40.25925925925926,51.3095238095238,91.11111111111111,76.66666666666667,68.88888888888889,83.33333333333334,65.55555555555556,50.0
Qwen,Russian,0.6,11.0989010989011,25.879120879120883,34.76800976800977,18.681318681318686,40.75091575091576,53.453689167974886,87.91208791208791,75.82417582417582,61.53846153846154,80.21978021978022,60.43956043956044,39.56043956043956
Qwen,Bulgarian,0.6,11.529411764705884,26.401960784313722,34.584500466853406,17.176470588235293,38.107843137254896,49.51447245564893,91.76470588235294,72.94117647058823,67.05882352941175,89.41176470588236,61.1764705882353,54.11764705882353
Qwen,Chinese,0.6,14.444444444444443,27.722222222222225,35.04850088183421,20.77777777777778,39.638888888888886,49.457671957671955,84.44444444444444,73.33333333333333,66.66666666666666,76.66666666666667,61.111111111111114,51.11111111111111
Qwen,Turkish,0.6,11.170212765957446,24.99113475177305,32.835190813914224,16.27659574468085,35.177304964539005,46.5130023640662,90.42553191489363,75.53191489361703,68.08510638297872,84.04255319148936,65.95744680851064,52.12765957446809
Qwen,Estonian,0.6,10.813953488372091,22.403100775193803,28.82521225544481,18.6046511627907,37.26744186046511,47.14839424141749,83.72093023255815,69.76744186046511,63.95348837209303,76.74418604651163,51.162790697674424,43.02325581395349
Qwen,Finnish,0.6,9.770114942528735,22.66283524904215,30.5373107097245,17.70114942528736,37.32758620689655,47.97482211275314,89.65517241379311,79.3103448275862,70.11494252873564,83.9080459770115,66.66666666666666,54.02298850574713
Qwen,Hungarian,0.6,9.578947368421051,21.80701754385965,29.344193817878033,14.842105263157896,32.98245614035088,43.79281537176274,85.26315789473684,73.68421052631578,64.21052631578948,80.0,63.1578947368421,50.526315789473685
Qwen,English,0.6,14.100000000000001,30.51666666666667,40.19444444444444,22.000000000000004,45.39166666666666,57.845238095238095,84.0,66.0,53.0,76.0,52.0,36.0
starcoder2,Acehnese,1.0,3.521126760563381,9.647887323943662,14.710485133020343,7.323943661971831,18.97887323943662,27.77777777777778,95.77464788732394,87.32394366197182,84.50704225352112,90.14084507042254,78.87323943661971,71.83098591549296
starcoder2,Hebrew,1.0,3.1818181818181817,9.100378787878787,14.488636363636365,7.727272727272727,18.740530303030305,27.3989898989899,97.72727272727273,92.04545454545455,84.0909090909091,90.9090909090909,77.27272727272727,69.31818181818183
starcoder2,Vietnamese,1.0,4.090909090909091,11.742424242424242,18.686868686868685,8.636363636363637,22.22537878787879,32.60281385281385,94.31818181818183,87.5,85.22727272727273,93.18181818181817,75.0,72.72727272727273
starcoder2,Indonesian,1.0,4.782608695652174,12.92572463768116,19.71187025534851,9.021739130434781,21.422101449275367,30.318322981366457,95.65217391304348,85.86956521739131,82.6086956521739,92.3913043478261,82.6086956521739,77.17391304347827
starcoder2,Malayalam,1.0,4.2666666666666675,11.833333333333336,18.185185185185183,9.466666666666667,23.244444444444447,32.920634920634924,94.66666666666667,86.66666666666667,78.66666666666666,89.33333333333333,76.0,62.66666666666667
starcoder2,Tagalog,1.0,3.7777777777777786,10.314814814814815,15.617283950617283,8.222222222222223,20.185185185185183,29.153439153439148,97.77777777777777,90.0,83.33333333333334,91.11111111111111,81.11111111111111,72.22222222222221
starcoder2,Dutch,1.0,4.111111111111111,11.314814814814815,17.64991181657848,7.999999999999999,20.37037037037037,29.819223985890652,94.44444444444444,87.77777777777777,78.88888888888889,88.88888888888889,78.88888888888889,67.77777777777779
starcoder2,German,1.0,5.869565217391305,15.03623188405797,21.803830227743273,10.0,23.097826086956523,32.03933747412008,96.73913043478261,89.13043478260869,82.6086956521739,92.3913043478261,80.43478260869566,72.82608695652173
starcoder2,Afrikaans,1.0,5.542168674698796,15.391566265060241,23.900363358194685,10.843373493975903,27.148594377510044,39.18053165041117,96.3855421686747,86.74698795180723,77.10843373493977,92.7710843373494,77.10843373493977,63.85542168674698
starcoder2,Portuguese,1.0,3.3734939759036147,9.718875502008032,15.528781793842036,8.072289156626505,19.58835341365462,28.714859437751,97.59036144578313,92.7710843373494,87.95180722891565,91.56626506024097,80.72289156626506,72.28915662650603
starcoder2,Spanish,1.0,3.6956521739130435,10.371376811594205,16.153381642512077,7.608695652173914,19.27536231884058,27.83816425120773,96.73913043478261,90.21739130434783,89.13043478260869,89.13043478260869,81.52173913043478,78.26086956521739
starcoder2,French,1.0,3.5227272727272725,10.416666666666668,17.108585858585858,7.613636363636364,19.535984848484848,29.261363636363637,94.31818181818183,92.04545454545455,86.36363636363636,89.77272727272727,82.95454545454545,73.86363636363636
starcoder2,Italian,1.0,4.105263157894737,11.377192982456144,17.664995822890557,7.894736842105263,20.008771929824565,29.3859649122807,96.84210526315789,85.26315789473684,78.94736842105263,93.6842105263158,77.89473684210526,67.36842105263158
starcoder2,Greek,1.0,5.164835164835164,14.633699633699635,23.076923076923077,8.021978021978022,21.17216117216117,32.142857142857146,94.5054945054945,85.71428571428571,76.92307692307693,91.20879120879121,78.02197802197803,65.93406593406593
starcoder2,Western Persian,1.0,5.666666666666666,15.50925925925926,23.76984126984127,10.0,25.0462962962963,36.186067019400355,94.44444444444444,82.22222222222221,76.66666666666667,88.88888888888889,72.22222222222221,64.44444444444444
starcoder2,Russian,1.0,4.725274725274725,12.829670329670332,19.418280132565847,9.12087912087912,21.55677655677656,30.65149136577708,92.3076923076923,85.71428571428571,81.31868131868131,86.81318681318682,76.92307692307693,70.32967032967034
starcoder2,Bulgarian,1.0,4.941176470588235,13.754901960784318,21.33986928104575,7.76470588235294,20.333333333333336,29.9953314659197,96.47058823529412,84.70588235294117,77.64705882352942,91.76470588235294,77.64705882352942,65.88235294117646
starcoder2,Chinese,1.0,2.7777777777777772,7.9259259259259265,12.751322751322752,5.8888888888888875,14.52777777777778,21.516754850088184,98.88888888888889,96.66666666666667,93.33333333333333,97.77777777777777,90.0,84.44444444444444
starcoder2,Turkish,1.0,4.787234042553192,12.792553191489365,19.094056062141167,9.893617021276595,24.20212765957447,34.059439378588316,94.68085106382979,87.2340425531915,79.7872340425532,90.42553191489363,80.85106382978722,70.2127659574468
starcoder2,Estonian,1.0,3.6046511627906987,9.748062015503875,14.599483204134364,8.02325581395349,19.602713178294575,27.89774824658545,94.18604651162791,87.20930232558139,80.23255813953489,89.53488372093024,76.74418604651163,66.27906976744185
starcoder2,Finnish,1.0,3.3333333333333335,9.195402298850578,14.212734902390078,7.011494252873563,18.48659003831418,27.403758438241198,98.85057471264368,93.10344827586206,89.65517241379311,93.10344827586206,83.9080459770115,78.16091954022988
starcoder2,Hungarian,1.0,4.105263157894737,10.999999999999998,16.604010025062653,8.315789473684212,19.96491228070176,28.003341687552215,95.78947368421052,88.42105263157895,84.21052631578947,92.63157894736842,82.10526315789474,71.57894736842105
starcoder2,English,1.0,4.4,11.850000000000001,17.809523809523807,7.800000000000002,20.075,29.369047619047624,96.0,87.0,82.0,93.0,79.0,71.0
Qwen,Acehnese,0.4,12.253521126760562,22.640845070422536,27.319472389894926,20.84507042253521,37.183098591549296,44.276771741560474,83.09859154929578,74.64788732394366,71.83098591549296,74.64788732394366,61.97183098591549,56.33802816901409
Qwen,Hebrew,0.4,11.363636363636363,22.32007575757576,28.612012987012992,17.386363636363637,32.547348484848484,41.14357864357865,87.5,73.86363636363636,69.31818181818183,82.95454545454545,65.9090909090909,57.95454545454546
Qwen,Vietnamese,0.4,9.659090909090908,21.21212121212121,28.625541125541126,15.113636363636365,31.5530303030303,42.1672077922078,82.95454545454545,73.86363636363636,72.72727272727273,76.13636363636364,63.63636363636363,56.81818181818182
Qwen,Indonesian,0.4,11.41304347826087,22.817028985507243,28.433402346445824,16.52173913043478,31.77536231884058,40.05348516218081,86.95652173913044,78.26086956521739,72.82608695652173,82.6086956521739,69.56521739130434,63.04347826086957
Qwen,Malayalam,0.4,4.533333333333333,10.277777777777777,13.862433862433862,8.799999999999999,19.27777777777778,25.867724867724867,98.66666666666667,92.0,86.66666666666667,94.66666666666667,85.33333333333334,76.0
Qwen,Tagalog,0.4,10.0,20.222222222222225,25.846560846560845,15.0,30.555555555555557,39.1931216931217,92.22222222222223,77.77777777777779,73.33333333333333,90.0,67.77777777777779,58.88888888888889
Qwen,Dutch,0.4,13.555555555555557,27.768518518518515,34.54144620811287,21.44444444444444,41.75000000000001,51.55643738977073,84.44444444444444,70.0,67.77777777777779,73.33333333333333,55.55555555555556,50.0
Qwen,German,0.4,14.673913043478262,28.61413043478261,34.75672877846791,20.652173913043477,40.380434782608695,49.81452726017943,83.69565217391305,71.73913043478261,63.04347826086957,80.43478260869566,65.21739130434783,54.347826086956516
Qwen,Afrikaans,0.4,8.072289156626507,18.072289156626507,24.65098489194875,14.578313253012048,30.140562248995984,40.14629948364888,95.18072289156626,79.51807228915662,75.90361445783132,86.74698795180723,66.26506024096386,59.036144578313255
Qwen,Portuguese,0.4,11.686746987951809,25.07028112449799,32.573149741824444,16.867469879518072,34.57831325301205,44.86517498565691,92.7710843373494,85.54216867469879,71.08433734939759,83.13253012048193,73.49397590361446,59.036144578313255
Qwen,Spanish,0.4,11.304347826086959,24.21195652173913,32.47066942719117,16.847826086956523,34.347826086956516,45.57884748102139,91.30434782608695,80.43478260869566,68.47826086956522,86.95652173913044,67.3913043478261,52.17391304347826
Qwen,French,0.4,9.090909090909092,19.706439393939394,25.739538239538234,15.0,31.53409090909091,41.11652236652237,94.31818181818183,81.81818181818183,72.72727272727273,88.63636363636364,67.04545454545455,54.54545454545454
Qwen,Italian,0.4,13.052631578947366,27.60526315789474,36.0108604845447,19.263157894736842,39.263157894736835,50.73517126148705,90.52631578947368,69.47368421052632,62.10526315789474,82.10526315789474,57.89473684210527,48.421052631578945
Qwen,Greek,0.4,9.56043956043956,18.66300366300366,23.24699110413396,16.923076923076923,31.28205128205128,38.87144601430316,92.3076923076923,81.31868131868131,74.72527472527473,86.81318681318682,71.42857142857143,61.53846153846154
Qwen,Western Persian,0.4,11.555555555555557,22.425925925925927,28.637566137566132,19.222222222222225,35.648148148148145,44.70899470899471,86.66666666666667,76.66666666666667,68.88888888888889,77.77777777777779,63.33333333333333,53.333333333333336
Qwen,Russian,0.4,10.65934065934066,23.03113553113553,30.634048491191347,16.373626373626372,33.35164835164835,43.489447060875634,87.91208791208791,71.42857142857143,65.93406593406593,82.41758241758241,63.73626373626373,54.94505494505495
Qwen,Bulgarian,0.4,15.058823529411766,29.823529411764703,36.87675070028011,22.47058823529412,44.05882352941177,54.383753501400555,78.82352941176471,68.23529411764706,61.1764705882353,68.23529411764706,54.11764705882353,45.88235294117647
Qwen,Chinese,0.4,12.777777777777777,24.99074074074074,31.825396825396822,19.444444444444446,37.43518518518518,47.23104056437389,85.55555555555556,78.88888888888889,72.22222222222221,80.0,67.77777777777779,58.88888888888889
Qwen,Turkish,0.4,9.574468085106382,20.159574468085108,26.097602161431947,14.468085106382977,29.432624113475182,37.901046943600136,86.17021276595744,78.72340425531915,74.46808510638297,79.7872340425532,69.14893617021278,61.702127659574465
Qwen,Estonian,0.4,8.953488372093023,19.15697674418605,24.97231450719823,15.0,31.2984496124031,40.82687338501291,90.69767441860465,75.5813953488372,73.25581395348837,84.88372093023256,63.95348837209303,56.97674418604651
Qwen,Finnish,0.4,12.643678160919539,24.521072796934874,31.22149242838898,19.080459770114942,36.33141762452107,45.475278233898926,87.35632183908046,75.86206896551724,72.41379310344827,80.45977011494253,63.2183908045977,57.47126436781609
Qwen,Hungarian,0.4,9.789473684210527,22.061403508771928,28.742690058479536,15.157894736842106,32.46491228070176,41.51211361737677,83.15789473684211,77.89473684210526,69.47368421052632,76.84210526315789,68.42105263157895,57.89473684210527
Qwen,English,0.4,14.699999999999996,30.424999999999997,37.904761904761905,22.599999999999998,42.533333333333324,51.55555555555556,76.0,64.0,60.0,70.0,49.0,45.0
starcoder2,Acehnese,0.4,7.183098591549296,15.892018779342726,21.47887323943662,14.22535211267606,29.49530516431925,39.12921976302258,94.36619718309859,84.50704225352112,76.05633802816901,90.14084507042254,74.64788732394366,63.38028169014085
starcoder2,Hebrew,0.4,5.681818181818182,13.683712121212121,18.79509379509379,10.113636363636367,21.19318181818182,27.73268398268398,92.04545454545455,84.0909090909091,79.54545454545455,87.5,79.54545454545455,71.5909090909091
starcoder2,Vietnamese,0.4,7.727272727272728,17.310606060606062,23.651695526695526,13.06818181818182,26.174242424242422,33.987193362193366,98.86363636363636,79.54545454545455,73.86363636363636,92.04545454545455,73.86363636363636,64.77272727272727
starcoder2,Indonesian,0.4,7.282608695652174,17.246376811594207,23.95186335403727,11.956521739130432,25.987318840579714,34.976708074534166,94.56521739130434,82.6086956521739,72.82608695652173,92.3913043478261,75.0,61.95652173913043
starcoder2,Malayalam,0.4,8.133333333333335,18.111111111111107,24.476190476190478,13.73333333333333,27.96666666666667,36.96296296296296,90.66666666666666,77.33333333333333,70.66666666666667,85.33333333333334,69.33333333333334,56.00000000000001
starcoder2,Tagalog,0.4,9.77777777777778,21.712962962962962,29.290123456790123,16.11111111111111,34.00925925925925,44.3694885361552,91.11111111111111,78.88888888888889,67.77777777777779,84.44444444444444,64.44444444444444,52.22222222222223
starcoder2,Dutch,0.4,13.0,24.87037037037037,30.895061728395063,17.111111111111114,32.91666666666666,40.67460317460317,86.66666666666667,72.22222222222221,66.66666666666666,84.44444444444444,66.66666666666666,58.88888888888889
starcoder2,German,0.4,13.152173913043477,26.557971014492747,34.35127674258109,20.0,38.0072463768116,47.04537612146308,84.78260869565217,72.82608695652173,68.47826086956522,79.34782608695652,60.86956521739131,57.608695652173914
starcoder2,Afrikaans,0.4,10.36144578313253,21.55622489959839,27.337923121055653,15.42168674698795,30.96385542168675,39.35264868999809,86.74698795180723,74.69879518072288,71.08433734939759,84.33734939759037,66.26506024096386,60.24096385542169
starcoder2,Portuguese,0.4,7.108433734939758,16.596385542168676,23.02065404475043,11.084337349397591,24.85943775100402,33.72537770128131,90.36144578313254,81.92771084337349,75.90361445783132,86.74698795180723,75.90361445783132,66.26506024096386
starcoder2,Spanish,0.4,10.0,20.769927536231886,26.617494824016564,13.043478260869565,26.458333333333332,33.212560386473434,88.04347826086956,79.34782608695652,73.91304347826086,84.78260869565217,73.91304347826086,66.30434782608695
starcoder2,French,0.4,9.431818181818183,21.164772727272727,28.621031746031743,12.840909090909092,29.053030303030305,39.57882395382396,90.9090909090909,77.27272727272727,70.45454545454545,88.63636363636364,72.72727272727273,63.63636363636363
starcoder2,Italian,0.4,9.578947368421051,21.94736842105263,29.557226399331665,13.894736842105262,29.517543859649127,38.35839598997494,92.63157894736842,86.31578947368422,71.57894736842105,91.57894736842105,83.15789473684211,63.1578947368421
starcoder2,Greek,0.4,7.802197802197804,19.21245421245421,26.70504099075527,11.648351648351648,26.63003663003663,36.01081458224316,93.4065934065934,79.12087912087912,69.23076923076923,86.81318681318682,69.23076923076923,59.34065934065934
starcoder2,Western Persian,0.4,8.444444444444445,19.342592592592595,26.32275132275132,13.999999999999998,28.90740740740741,37.720458553791886,88.88888888888889,76.66666666666667,74.44444444444444,83.33333333333334,67.77777777777779,60.0
starcoder2,Russian,0.4,12.527472527472527,25.924908424908427,33.21995464852608,18.241758241758244,37.21611721611721,47.348683062968774,89.01098901098901,72.52747252747253,65.93406593406593,82.41758241758241,61.53846153846154,52.74725274725275
starcoder2,Bulgarian,0.4,7.411764705882352,16.901960784313726,22.58169934640523,10.941176470588236,24.745098039215694,32.98786181139122,89.41176470588236,80.0,76.47058823529412,85.88235294117646,72.94117647058823,64.70588235294117
starcoder2,Chinese,0.4,7.666666666666666,17.296296296296294,23.531746031746035,11.888888888888888,24.074074074074076,31.366843033509696,93.33333333333333,85.55555555555556,80.0,90.0,81.11111111111111,74.44444444444444
starcoder2,Turkish,0.4,7.02127659574468,17.02127659574468,23.843296183721712,12.340425531914894,26.75531914893617,35.86626139817629,91.48936170212765,85.1063829787234,73.40425531914893,86.17021276595744,72.3404255319149,59.57446808510638
starcoder2,Estonian,0.4,8.255813953488373,19.34108527131783,26.14894795127353,15.0,32.28682170542636,41.97582133628645,94.18604651162791,87.20930232558139,76.74418604651163,88.37209302325581,69.76744186046511,60.46511627906976
starcoder2,Finnish,0.4,8.96551724137931,20.15325670498084,27.11184090494435,15.287356321839082,30.747126436781606,39.13063309615033,86.20689655172413,78.16091954022988,73.5632183908046,78.16091954022988,67.81609195402298,62.06896551724138
starcoder2,Hungarian,0.4,8.210526315789474,16.166666666666668,20.843776106934005,11.473684210526313,22.29824561403509,28.558897243107772,92.63157894736842,85.26315789473684,80.0,90.52631578947368,81.05263157894737,73.68421052631578
starcoder2,English,0.4,8.9,20.641666666666666,27.916666666666668,13.200000000000001,28.70833333333333,37.595238095238095,93.0,77.0,69.0,89.0,69.0,60.0
Qwen,Acehnese,1.0,8.169014084507044,19.19014084507042,25.933378046054106,15.633802816901406,31.52582159624413,40.224681421864524,90.14084507042254,81.69014084507043,73.23943661971832,83.09859154929578,70.4225352112676,61.97183098591549
Qwen,Hebrew,1.0,8.068181818181818,19.6969696969697,27.32233044733045,14.886363636363638,33.94886363636363,45.27417027417028,92.04545454545455,81.81818181818183,75.0,89.77272727272727,70.45454545454545,59.09090909090909
Qwen,Vietnamese,1.0,7.500000000000001,18.929924242424246,26.89393939393939,15.340909090909093,36.71401515151515,50.676406926406926,100.0,86.36363636363636,76.13636363636364,89.77272727272727,70.45454545454545,52.27272727272727
Qwen,Indonesian,1.0,8.26086956521739,20.48913043478261,28.959627329192543,14.021739130434781,31.802536231884055,43.41787439613526,84.78260869565217,76.08695652173914,68.47826086956522,81.52173913043478,65.21739130434783,55.434782608695656
Qwen,Malayalam,1.0,3.4666666666666663,9.8,15.481481481481483,9.6,24.08888888888889,34.68783068783069,94.66666666666667,93.33333333333333,85.33333333333334,88.0,81.33333333333333,68.0
Qwen,Tagalog,1.0,6.666666666666667,17.055555555555557,24.753086419753085,15.333333333333336,33.71296296296296,44.629629629629626,88.88888888888889,83.33333333333334,77.77777777777779,80.0,66.66666666666666,55.55555555555556
Qwen,Dutch,1.0,7.888888888888889,20.777777777777782,30.72310405643739,17.222222222222225,38.379629629629626,51.12433862433863,85.55555555555556,77.77777777777779,63.33333333333333,74.44444444444444,60.0,46.666666666666664
Qwen,German,1.0,10.43478260869565,25.634057971014496,35.98171152518979,17.5,39.329710144927525,52.816597653554176,86.95652173913044,72.82608695652173,64.13043478260869,81.52173913043478,65.21739130434783,50.0
Qwen,Afrikaans,1.0,6.626506024096386,16.81726907630522,24.187225090839544,13.734939759036143,30.271084337349397,40.500095620577554,91.56626506024097,83.13253012048193,77.10843373493977,84.33734939759037,72.28915662650603,61.44578313253012
Qwen,Portuguese,1.0,7.590361445783131,19.909638554216865,29.518072289156628,14.578313253012048,33.11244979919679,45.443679479824056,92.7710843373494,78.3132530120482,68.67469879518072,86.74698795180723,67.46987951807229,56.62650602409639
