Model,Language,Temp,vul@1,vul@3,vul@5,in_vul@1,in_vul@3,in_vul@5,security@1,security@3,security@5,in_security@1,in_security@3,in_security@5
gpt-4o-mini,Vietnamese,0.8,49.43181818181818,51.335227272727266,51.92550505050505,71.93181818181817,75.00946969696969,75.76208513708512,50.0,50.0,47.72727272727273,27.27272727272727,25.0,23.863636363636363
gpt-4o-mini,Indonesian,0.8,47.06521739130434,50.47101449275362,51.43633540372671,67.17391304347827,70.84239130434781,71.91597653554176,52.17391304347826,50.0,47.82608695652174,32.608695652173914,29.347826086956523,27.173913043478258
gpt-4o-mini,Malayalam,0.8,44.0,45.62222222222223,45.99470899470899,70.66666666666667,74.71111111111111,76.16402116402116,56.00000000000001,54.666666666666664,54.666666666666664,30.666666666666664,25.333333333333336,24.0
gpt-4o-mini,Tagalog,0.8,47.0,49.101851851851855,49.70017636684303,67.55555555555556,70.78703703703704,71.5432098765432,51.11111111111111,50.0,50.0,31.11111111111111,30.0,27.77777777777778
gpt-4o-mini,Dutch,0.8,47.11111111111111,48.56481481481481,48.79629629629629,68.0,70.14814814814814,70.8641975308642,54.44444444444444,51.11111111111111,51.11111111111111,33.33333333333333,30.0,28.888888888888886
gpt-4o-mini,German,0.8,45.978260869565226,47.78985507246376,48.278985507246375,64.34782608695653,68.68659420289855,70.23809523809524,53.2608695652174,53.2608695652174,51.08695652173913,38.04347826086957,31.521739130434785,28.26086956521739
gpt-4o-mini,Afrikaans,0.8,45.06024096385543,48.0722891566265,48.68999808758845,69.75903614457832,75.31124497991968,76.30043985465672,55.42168674698795,53.01204819277109,50.602409638554214,33.734939759036145,25.301204819277107,24.096385542168676
gpt-4o-mini,Portuguese,0.8,43.373493975903614,47.39959839357429,48.46528973034997,67.59036144578313,71.63654618473895,73.33142092178238,56.62650602409639,51.80722891566265,51.80722891566265,33.734939759036145,28.915662650602407,26.506024096385545
gpt-4o-mini,Spanish,0.8,45.54347826086956,47.563405797101446,48.248792270531396,66.52173913043478,70.6340579710145,72.42926155969634,53.2608695652174,52.17391304347826,51.08695652173913,31.521739130434785,29.347826086956523,27.173913043478258
gpt-4o-mini,French,0.8,45.79545454545455,48.90151515151515,49.4047619047619,67.72727272727272,70.36931818181817,71.31132756132756,51.13636363636363,51.13636363636363,51.13636363636363,31.818181818181817,29.545454545454547,28.40909090909091
gpt-4o-mini,Italian,0.8,47.05263157894738,49.74561403508772,50.81035923141186,66.52631578947368,70.55263157894738,71.53717627401839,53.68421052631579,50.526315789473685,49.473684210526315,34.73684210526316,29.47368421052631,28.421052631578945
gpt-4o-mini,Greek,0.8,44.72527472527473,47.06043956043956,47.701901273329845,65.27472527472527,67.64652014652015,68.9604046746904,54.94505494505495,52.74725274725275,51.64835164835166,34.065934065934066,34.065934065934066,31.868131868131865
gpt-4o-mini,Western Persian,0.8,47.66666666666667,50.44444444444445,50.85978835978836,69.11111111111111,72.03703703703704,73.14814814814817,52.22222222222223,51.11111111111111,50.0,28.888888888888886,26.666666666666668,26.666666666666668
gpt-4o-mini,Russian,0.8,40.65934065934066,43.83699633699634,45.87912087912087,65.93406593406593,69.78937728937728,71.76434676434677,59.34065934065934,56.043956043956044,53.84615384615385,37.362637362637365,34.065934065934066,26.373626373626376
gpt-4o-mini,Bulgarian,0.8,46.47058823529411,48.82352941176472,49.68253968253968,68.0,69.47058823529412,70.32212885154063,51.76470588235295,50.588235294117645,50.588235294117645,32.94117647058823,30.58823529411765,30.58823529411765
gpt-4o-mini,Chinese,0.8,42.66666666666667,45.27777777777778,46.32275132275132,66.0,70.52777777777777,71.67989417989418,57.77777777777777,54.44444444444444,54.44444444444444,34.44444444444444,27.77777777777778,27.77777777777778
gpt-4o-mini,Turkish,0.8,46.170212765957444,48.23581560283688,48.906619385342786,66.80851063829788,70.06205673758865,71.25970955758191,52.12765957446809,51.06382978723404,51.06382978723404,32.97872340425532,29.78723404255319,27.659574468085108
